	id	text	source	doc_name	split	paragraph_id	sent_id_in_paragraph	word_count	new_split
41	305001001042	فبأى ءالاء ربكما تكذبان ( 42 )	Quran	Quran_Ar-Rahman_55	No Split	1	42	7	train
42	305001001043	هذه جهنم التى يكذب بها المجرمون ( 43 )	Quran	Quran_Ar-Rahman_55	No Split	1	43	9	train
43	305001001044	يطوفون بينها وبين حميم ءان ( 44 )	Quran	Quran_Ar-Rahman_55	No Split	1	44	8	train
44	305001001045	فبأى ءالاء ربكما تكذبان ( 45 )	Quran	Quran_Ar-Rahman_55	No Split	1	45	7	train
45	305001001046	ولمن خاف مقام ربه جنتان ( 46 )	Quran	Quran_Ar-Rahman_55	No Split	1	46	8	train
46	305001001047	فبأى ءالاء ربكما تكذبان ( 47 )	Quran	Quran_Ar-Rahman_55	No Split	1	47	7	train
47	305001001048	ذواتا أفنان ( 48 )	Quran	Quran_Ar-Rahman_55	No Split	1	48	5	train
48	305001001049	فبأى ءالاء ربكما تكذبان ( 49 )	Quran	Quran_Ar-Rahman_55	No Split	1	49	7	train
49	305001001050	فيهما عينان تجريان ( 50 )	Quran	Quran_Ar-Rahman_55	No Split	1	50	6	train
50	305001001051	فبأى ءالاء ربكما تكذبان ( 51 )	Quran	Quran_Ar-Rahman_55	No Split	1	51	7	train
51	305001001052	فيهما من كل فكهة زوجان ( 52 )	Quran	Quran_Ar-Rahman_55	No Split	1	52	8	train
52	305001001053	فبأى ءالاء ربكما تكذبان ( 53 )	Quran	Quran_Ar-Rahman_55	No Split	1	53	7	train
53	305001001054	متكين على فرش بطائنها من إستبرق وجنى الجنتين دان ( 54 )	Quran	Quran_Ar-Rahman_55	No Split	1	54	12	train
54	305001001055	فبأى ءالاء ربكما تكذبان ( 55 )	Quran	Quran_Ar-Rahman_55	No Split	1	55	7	train
55	305001001056	فيهن قصرت الطرف لم يطمثهن إنس قبلهم ولا جان ( 56 )	Quran	Quran_Ar-Rahman_55	No Split	1	56	12	train
56	305001001057	فبأى ءالاء ربكما تكذبان ( 57 )	Quran	Quran_Ar-Rahman_55	No Split	1	57	7	train
57	305001001058	كأنهن الياقوت والمرجان ( 58 )	Quran	Quran_Ar-Rahman_55	No Split	1	58	6	train
58	305001001059	فبأى ءالاء ربكما تكذبان ( 59 )	Quran	Quran_Ar-Rahman_55	No Split	1	59	7	train
59	305001001060	هل جزاء الإحسن إلا الإحسن ( 60 )	Quran	Quran_Ar-Rahman_55	No Split	1	60	8	train
60	305001001061	فبأى ءالاء ربكما تكذبان ( 61 )	Quran	Quran_Ar-Rahman_55	No Split	1	61	7	train
61	305001001062	ومن دونهما جنتان ( 62 )	Quran	Quran_Ar-Rahman_55	No Split	1	62	6	train
62	305001001063	فبأى ءالاء ربكما تكذبان ( 63 )	Quran	Quran_Ar-Rahman_55	No Split	1	63	7	train
63	305001001064	مدهامتان ( 64 )	Quran	Quran_Ar-Rahman_55	No Split	1	64	4	train
64	305001001065	فبأى ءالاء ربكما تكذبان ( 65 )	Quran	Quran_Ar-Rahman_55	No Split	1	65	7	train
65	305001001066	فيهما عينان نضاختان ( 66 )	Quran	Quran_Ar-Rahman_55	No Split	1	66	6	train
66	305001001067	فبأى ءالاء ربكما تكذبان ( 67 )	Quran	Quran_Ar-Rahman_55	No Split	1	67	7	train
67	305001001068	فيهما فكهة ونخل ورمان ( 68 )	Quran	Quran_Ar-Rahman_55	No Split	1	68	7	train
68	305001001069	فبأى ءالاء ربكما تكذبان ( 69 )	Quran	Quran_Ar-Rahman_55	No Split	1	69	7	train
69	305001001070	فيهن خيرت حسان ( 70 )	Quran	Quran_Ar-Rahman_55	No Split	1	70	6	train
70	305001001071	فبأى ءالاء ربكما تكذبان ( 71 )	Quran	Quran_Ar-Rahman_55	No Split	1	71	7	train
71	305001001072	حور مقصورت فى الخيام ( 72 )	Quran	Quran_Ar-Rahman_55	No Split	1	72	7	train
72	305001001073	فبأى ءالاء ربكما تكذبان ( 73 )	Quran	Quran_Ar-Rahman_55	No Split	1	73	7	train
73	305001001074	لم يطمثهن إنس قبلهم ولا جان ( 74 )	Quran	Quran_Ar-Rahman_55	No Split	1	74	9	train
74	305001001075	فبأى ءالاء ربكما تكذبان ( 75 )	Quran	Quran_Ar-Rahman_55	No Split	1	75	7	train
75	305001001076	متكين على رفرف خضر وعبقرى حسان ( 76 )	Quran	Quran_Ar-Rahman_55	No Split	1	76	9	train
76	305001001077	فبأى ءالاء ربكما تكذبان ( 77 )	Quran	Quran_Ar-Rahman_55	No Split	1	77	7	train
77	305001001078	تبرك اسم ربك ذى الجلل والإكرام ( 78 )	Quran	Quran_Ar-Rahman_55	No Split	1	78	9	train
78	305001001001	إنا فتحنا لك فتحا مبينا ( 1 )	Quran	Quran_Al-Fath_48	No Split	1	1	8	train
79	305001001002	ليغفر لك الله ما تقدم من ذنبك وما تأخر ويتم نعمته عليك ويهديك صرطا مستقيما ( 2 )	Quran	Quran_Al-Fath_48	No Split	1	2	18	train
80	305001001003	وينصرك الله نصرا عزيزا ( 3 )	Quran	Quran_Al-Fath_48	No Split	1	3	7	train
81	305001001004	هو الذى أنزل السكينة فى قلوب المؤمنين ليزدادوا إيمنا مع إيمنهم ولله جنود السموت والأرض وكان الله عليما حكيما ( 4 )	Quran	Quran_Al-Fath_48	No Split	1	4	22	train
82	305001001005	ليدخل المؤمنين والمؤمنت جنت تجرى من تحتها الأنهر خلدين فيها ويكفر عنهم سياتهم وكان ذلك عند الله فوزا عظيما ( 5 )	Quran	Quran_Al-Fath_48	No Split	1	5	22	train
83	305001001006	ويعذب المنفقين والمنفقت والمشركين والمشركت الظانين بالله ظن السوء عليهم دائرة السوء وغضب الله عليهم ولعنهم وأعد لهم جهنم وساءت مصيرا ( 6 )	Quran	Quran_Al-Fath_48	No Split	1	6	24	train
84	305001001007	ولله جنود السموت والأرض وكان الله عزيزا حكيما ( 7 )	Quran	Quran_Al-Fath_48	No Split	1	7	11	train
85	305001001008	إنا أرسلنك شهدا ومبشرا ونذيرا ( 8 )	Quran	Quran_Al-Fath_48	No Split	1	8	8	train
86	305001001009	لتؤمنوا بالله ورسوله وتعزروه وتوقروه وتسبحوه بكرة وأصيلا ( 9 )	Quran	Quran_Al-Fath_48	No Split	1	9	11	train
87	305001001010	إن الذين يبايعونك إنما يبايعون الله يد الله فوق أيديهم فمن نكث فإنما ينكث على نفسه ومن أوفى بما عهد عليه الله فسيؤتيه أجرا عظيما ( 10 )	Quran	Quran_Al-Fath_48	No Split	1	10	28	train
88	305001001011	سيقول لك المخلفون من الأعراب شغلتنا أمولنا وأهلونا فاستغفر لنا يقولون بألسنتهم ما ليس فى قلوبهم قل فمن يملك لكم من الله شيا إن أراد بكم ضرا أو أراد بكم نفعا بل كان الله بما تعملون خبيرا ( 11 )	Quran	Quran_Al-Fath_48	No Split	1	11	40	train
89	305001001012	بل ظننتم أن لن ينقلب الرسول والمؤمنون إلى أهليهم أبدا وزين ذلك فى قلوبكم وظننتم ظن السوء وكنتم قوما بورا ( 12 )	Quran	Quran_Al-Fath_48	No Split	1	12	23	train
90	305001001013	ومن لم يؤمن بالله ورسوله فإنا أعتدنا للكفرين سعيرا ( 13 )	Quran	Quran_Al-Fath_48	No Split	1	13	12	train
91	305001001014	ولله ملك السموت والأرض يغفر لمن يشاء ويعذب من يشاء وكان الله غفورا رحيما ( 14 )	Quran	Quran_Al-Fath_48	No Split	1	14	17	train
92	305001001015	سيقول المخلفون إذا انطلقتم إلى مغانم لتأخذوها ذرونا نتبعكم يريدون أن يبدلوا كلم الله قل لن تتبعونا كذلكم قال الله من قبل فسيقولون بل تحسدوننا بل كانوا لا يفقهون إلا قليلا ( 15 )	Quran	Quran_Al-Fath_48	No Split	1	15	34	train
93	305001001016	قل للمخلفين من الأعراب ستدعون إلى قوم أولى بأس شديد تقتلونهم أو يسلمون فإن تطيعوا يؤتكم الله أجرا حسنا وإن تتولوا كما توليتم من قبل يعذبكم عذابا أليما ( 16 )	Quran	Quran_Al-Fath_48	No Split	1	16	31	train
94	305001001017	ليس على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ومن يطع الله ورسوله يدخله جنت تجرى من تحتها الأنهر ومن يتول يعذبه عذابا أليما ( 17 )	Quran	Quran_Al-Fath_48	No Split	1	17	30	train
95	305001001018	لقد رضى الله عن المؤمنين إذ يبايعونك تحت الشجرة فعلم ما فى قلوبهم فأنزل السكينة عليهم وأثبهم فتحا قريبا ( 18 )	Quran	Quran_Al-Fath_48	No Split	1	18	22	train
96	305001001019	ومغانم كثيرة يأخذونها وكان الله عزيزا حكيما ( 19 )	Quran	Quran_Al-Fath_48	No Split	1	19	10	train
97	305001001020	وعدكم الله مغانم كثيرة تأخذونها فعجل لكم هذه وكف أيدى الناس عنكم ولتكون ءاية للمؤمنين ويهديكم صرطا مستقيما ( 20 )	Quran	Quran_Al-Fath_48	No Split	1	20	21	train
98	305001001021	وأخرى لم تقدروا عليها قد أحاط الله بها وكان الله على كل شيء قديرا ( 21 )	Quran	Quran_Al-Fath_48	No Split	1	21	17	train
99	305001001022	ولو قتلكم الذين كفروا لولوا الأدبر ثم لا يجدون وليا ولا نصيرا ( 22 )	Quran	Quran_Al-Fath_48	No Split	1	22	15	train
100	305001001023	سنة الله التى قد خلت من قبل ولن تجد لسنة الله تبديلا ( 23 )	Quran	Quran_Al-Fath_48	No Split	1	23	15	train
101	305001001024	وهو الذى كف أيديهم عنكم وأيديكم عنهم ببطن مكة من بعد أن أظفركم عليهم وكان الله بما تعملون بصيرا ( 24 )	Quran	Quran_Al-Fath_48	No Split	1	24	22	train
102	305001001025	هم الذين كفروا وصدوكم عن المسجد الحرام والهدى معكوفا أن يبلغ محله ولولا رجال مؤمنون ونساء مؤمنت لم تعلموهم أن تطوهم فتصيبكم منهم معرة بغير علم ليدخل الله فى رحمته من يشاء لو تزيلوا لعذبنا الذين كفروا منهم عذابا أليما ( 25 )	Quran	Quran_Al-Fath_48	No Split	1	25	43	train
103	305001001026	إذ جعل الذين كفروا فى قلوبهم الحمية حمية الجهلية فأنزل الله سكينته على رسوله وعلى المؤمنين وألزمهم كلمة التقوى وكانوا أحق بها وأهلها وكان الله بكل شيء عليما ( 26 )	Quran	Quran_Al-Fath_48	No Split	1	26	31	train
104	305001001027	لقد صدق الله رسوله الرءيا بالحق لتدخلن المسجد الحرام إن شاء الله ءامنين محلقين رءوسكم ومقصرين لا تخافون فعلم ما لم تعلموا فجعل من دون ذلك فتحا قريبا ( 27 )	Quran	Quran_Al-Fath_48	No Split	1	27	31	train
105	305001001028	هو الذى أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله وكفى بالله شهيدا ( 28 )	Quran	Quran_Al-Fath_48	No Split	1	28	17	train
106	305001001029	محمد رسول الله والذين معه أشداء على الكفار رحماء بينهم تريهم ركعا سجدا يبتغون فضلا من الله ورضونا سيماهم فى وجوههم من أثر السجود ذلك مثلهم فى التورية ومثلهم فى الإنجيل كزرع أخرج شطه فازره فاستغلظ فاستوى على سوقه يعجب الزراع ليغيظ بهم الكفار وعد الله الذين ءامنوا وعملوا الصلحت منهم مغفرة وأجرا عظيما ( 29 )	Quran	Quran_Al-Fath_48	No Split	1	29	57	train
107	305001001001	أتى أمر الله فلا تستعجلوه سبحنه وتعلى عما يشركون ( 1 )	Quran	Quran_An-Nahl_16	No Split	1	1	12	train
108	305001001002	ينزل الملئكة بالروح من أمره على من يشاء من عباده أن أنذروا أنه لا إله إلا أنا فاتقون ( 2 )	Quran	Quran_An-Nahl_16	No Split	1	2	21	train
109	305001001003	خلق السموت والأرض بالحق تعلى عما يشركون ( 3 )	Quran	Quran_An-Nahl_16	No Split	1	3	10	train
110	305001001004	خلق الإنسن من نطفة فإذا هو خصيم مبين ( 4 )	Quran	Quran_An-Nahl_16	No Split	1	4	11	train
111	305001001005	والأنعم خلقها لكم فيها دفء ومنفع ومنها تأكلون ( 5 )	Quran	Quran_An-Nahl_16	No Split	1	5	11	train
112	305001001006	ولكم فيها جمال حين تريحون وحين تسرحون ( 6 )	Quran	Quran_An-Nahl_16	No Split	1	6	10	train
113	305001001007	وتحمل أثقالكم إلى بلد لم تكونوا بلغيه إلا بشق الأنفس إن ربكم لرءوف رحيم ( 7 )	Quran	Quran_An-Nahl_16	No Split	1	7	17	train
114	305001001008	والخيل والبغال والحمير لتركبوها وزينة ويخلق ما لا تعلمون ( 8 )	Quran	Quran_An-Nahl_16	No Split	1	8	12	train
115	305001001009	وعلى الله قصد السبيل ومنها جائر ولو شاء لهديكم أجمعين ( 9 )	Quran	Quran_An-Nahl_16	No Split	1	9	13	train
116	305001001010	هو الذى أنزل من السماء ماء لكم منه شراب ومنه شجر فيه تسيمون ( 10 )	Quran	Quran_An-Nahl_16	No Split	1	10	16	train
117	305001001011	ينبت لكم به الزرع والزيتون والنخيل والأعنب ومن كل الثمرت إن فى ذلك لءاية لقوم يتفكرون ( 11 )	Quran	Quran_An-Nahl_16	No Split	1	11	19	train
118	305001001012	وسخر لكم اليل والنهار والشمس والقمر والنجوم مسخرت بأمره إن فى ذلك لءايت لقوم يعقلون ( 12 )	Quran	Quran_An-Nahl_16	No Split	1	12	18	train
119	305001001013	وما ذرأ لكم فى الأرض مختلفا ألونه إن فى ذلك لءاية لقوم يذكرون ( 13 )	Quran	Quran_An-Nahl_16	No Split	1	13	16	train
120	305001001014	وهو الذى سخر البحر لتأكلوا منه لحما طريا وتستخرجوا منه حلية تلبسونها وترى الفلك مواخر فيه ولتبتغوا من فضله ولعلكم تشكرون ( 14 )	Quran	Quran_An-Nahl_16	No Split	1	14	24	train
121	305001001015	وألقى فى الأرض روسى أن تميد بكم وأنهرا وسبلا لعلكم تهتدون ( 15 )	Quran	Quran_An-Nahl_16	No Split	1	15	14	train
122	305001001016	وعلمت وبالنجم هم يهتدون ( 16 )	Quran	Quran_An-Nahl_16	No Split	1	16	7	train
123	305001001017	أفمن يخلق كمن لا يخلق أفلا تذكرون ( 17 )	Quran	Quran_An-Nahl_16	No Split	1	17	10	train
124	305001001018	وإن تعدوا نعمة الله لا تحصوها إن الله لغفور رحيم ( 18 )	Quran	Quran_An-Nahl_16	No Split	1	18	13	train
125	305001001019	والله يعلم ما تسرون وما تعلنون ( 19 )	Quran	Quran_An-Nahl_16	No Split	1	19	9	train
126	305001001020	والذين يدعون من دون الله لا يخلقون شيا وهم يخلقون ( 20 )	Quran	Quran_An-Nahl_16	No Split	1	20	13	train
127	305001001021	أموت غير أحياء وما يشعرون أيان يبعثون ( 21 )	Quran	Quran_An-Nahl_16	No Split	1	21	10	train
128	305001001022	إلهكم إله وحد فالذين لا يؤمنون بالءاخرة قلوبهم منكرة وهم مستكبرون ( 22 )	Quran	Quran_An-Nahl_16	No Split	1	22	14	train
129	305001001023	لا جرم أن الله يعلم ما يسرون وما يعلنون إنه لا يحب المستكبرين ( 23 )	Quran	Quran_An-Nahl_16	No Split	1	23	16	train
130	305001001024	وإذا قيل لهم ماذا أنزل ربكم قالوا أسطير الأولين ( 24 )	Quran	Quran_An-Nahl_16	No Split	1	24	12	train
131	305001001025	ليحملوا أوزارهم كاملة يوم القيمة ومن أوزار الذين يضلونهم بغير علم ألا ساء ما يزرون ( 25 )	Quran	Quran_An-Nahl_16	No Split	1	25	18	train
132	305001001026	قد مكر الذين من قبلهم فأتى الله بنينهم من القواعد فخر عليهم السقف من فوقهم وأتيهم العذاب من حيث لا يشعرون ( 26 )	Quran	Quran_An-Nahl_16	No Split	1	26	24	train
133	305001001027	ثم يوم القيمة يخزيهم ويقول أين شركاءى الذين كنتم تشقون فيهم قال الذين أوتوا العلم إن الخزى اليوم والسوء على الكفرين ( 27 )	Quran	Quran_An-Nahl_16	No Split	1	27	24	train
134	305001001028	الذين تتوفيهم الملئكة ظالمى أنفسهم فألقوا السلم ما كنا نعمل من سوء بلى إن الله عليم بما كنتم تعملون ( 28 )	Quran	Quran_An-Nahl_16	No Split	1	28	22	train
135	305001001029	فادخلوا أبوب جهنم خلدين فيها فلبئس مثوى المتكبرين ( 29 )	Quran	Quran_An-Nahl_16	No Split	1	29	11	train
136	305001001030	وقيل للذين اتقوا ماذا أنزل ربكم قالوا خيرا للذين أحسنوا فى هذه الدنيا حسنة ولدار الءاخرة خير ولنعم دار المتقين ( 30 )	Quran	Quran_An-Nahl_16	No Split	1	30	23	train
137	305001001031	جنت عدن يدخلونها تجرى من تحتها الأنهر لهم فيها ما يشاءون كذلك يجزى الله المتقين ( 31 )	Quran	Quran_An-Nahl_16	No Split	1	31	18	train
138	305001001032	الذين تتوفيهم الملئكة طيبين يقولون سلم عليكم ادخلوا الجنة بما كنتم تعملون ( 32 )	Quran	Quran_An-Nahl_16	No Split	1	32	15	train
139	305001001033	هل ينظرون إلا أن تأتيهم الملئكة أو يأتى أمر ربك كذلك فعل الذين من قبلهم وما ظلمهم الله ولكن كانوا أنفسهم يظلمون ( 33 )	Quran	Quran_An-Nahl_16	No Split	1	33	25	train
140	305001001034	فأصابهم سيات ما عملوا وحاق بهم ما كانوا به يستهزءون ( 34 )	Quran	Quran_An-Nahl_16	No Split	1	34	13	train
141	305001001035	وقال الذين أشركوا لو شاء الله ما عبدنا من دونه من شيء نحن ولا ءاباؤنا ولا حرمنا من دونه من شيء كذلك فعل الذين من قبلهم فهل على الرسل إلا البلغ المبين ( 35 )	Quran	Quran_An-Nahl_16	No Split	1	35	35	train
142	305001001036	ولقد بعثنا فى كل أمة رسولا أن اعبدوا الله واجتنبوا الطغوت فمنهم من هدى الله ومنهم من حقت عليه الضللة فسيروا فى الأرض فانظروا كيف كان عقبة المكذبين ( 36 )	Quran	Quran_An-Nahl_16	No Split	1	36	31	train
143	305001001037	إن تحرص على هديهم فإن الله لا يهدى من يضل وما لهم من نصرين ( 37 )	Quran	Quran_An-Nahl_16	No Split	1	37	17	train
144	305001001038	وأقسموا بالله جهد أيمنهم لا يبعث الله من يموت بلى وعدا عليه حقا ولكن أكثر الناس لا يعلمون ( 38 )	Quran	Quran_An-Nahl_16	No Split	1	38	21	train
145	305001001039	ليبين لهم الذى يختلفون فيه وليعلم الذين كفروا أنهم كانوا كذبين ( 39 )	Quran	Quran_An-Nahl_16	No Split	1	39	14	train
146	305001001040	إنما قولنا لشيء إذا أردنه أن نقول له كن فيكون ( 40 )	Quran	Quran_An-Nahl_16	No Split	1	40	13	train
147	305001001041	والذين هاجروا فى الله من بعد ما ظلموا لنبوئنهم فى الدنيا حسنة ولأجر الءاخرة أكبر لو كانوا يعلمون ( 41 )	Quran	Quran_An-Nahl_16	No Split	1	41	21	train
148	305001001042	الذين صبروا وعلى ربهم يتوكلون ( 42 )	Quran	Quran_An-Nahl_16	No Split	1	42	8	train
149	305001001043	وما أرسلنا من قبلك إلا رجالا نوحى إليهم فسلوا أهل الذكر إن كنتم لا تعلمون ( 43 )	Quran	Quran_An-Nahl_16	No Split	1	43	18	train
150	305001001044	بالبينت والزبر وأنزلنا إليك الذكر لتبين للناس ما نزل إليهم ولعلهم يتفكرون ( 44 )	Quran	Quran_An-Nahl_16	No Split	1	44	15	train
151	305001001045	أفأمن الذين مكروا السيات أن يخسف الله بهم الأرض أو يأتيهم العذاب من حيث لا يشعرون ( 45 )	Quran	Quran_An-Nahl_16	No Split	1	45	19	train
152	305001001046	أو يأخذهم فى تقلبهم فما هم بمعجزين ( 46 )	Quran	Quran_An-Nahl_16	No Split	1	46	10	train
153	305001001047	أو يأخذهم على تخوف فإن ربكم لرءوف رحيم ( 47 )	Quran	Quran_An-Nahl_16	No Split	1	47	11	train
154	305001001048	أولم يروا إلى ما خلق الله من شيء يتفيؤا ظلله عن اليمين والشمائل سجدا لله وهم دخرون ( 48 )	Quran	Quran_An-Nahl_16	No Split	1	48	20	train
155	305001001049	ولله يسجد ما فى السموت وما فى الأرض من دابة والملئكة وهم لا يستكبرون ( 49 )	Quran	Quran_An-Nahl_16	No Split	1	49	17	train
156	305001001050	يخافون ربهم من فوقهم ويفعلون ما يؤمرون ( 50 )	Quran	Quran_An-Nahl_16	No Split	1	50	10	train
157	305001001051	وقال الله لا تتخذوا إلهين اثنين إنما هو إله وحد فإيى فارهبون ( 51 )	Quran	Quran_An-Nahl_16	No Split	1	51	15	train
158	305001001052	وله ما فى السموت والأرض وله الدين واصبا أفغير الله تتقون ( 52 )	Quran	Quran_An-Nahl_16	No Split	1	52	14	train
159	305001001053	وما بكم من نعمة فمن الله ثم إذا مسكم الضر فإليه تجرون ( 53 )	Quran	Quran_An-Nahl_16	No Split	1	53	15	train
160	305001001054	ثم إذا كشف الضر عنكم إذا فريق منكم بربهم يشركون ( 54 )	Quran	Quran_An-Nahl_16	No Split	1	54	13	train
161	305001001055	ليكفروا بما ءاتينهم فتمتعوا فسوف تعلمون ( 55 )	Quran	Quran_An-Nahl_16	No Split	1	55	9	train
162	305001001056	ويجعلون لما لا يعلمون نصيبا مما رزقنهم تالله لتسلن عما كنتم تفترون ( 56 )	Quran	Quran_An-Nahl_16	No Split	1	56	15	train
163	305001001057	ويجعلون لله البنت سبحنه ولهم ما يشتهون ( 57 )	Quran	Quran_An-Nahl_16	No Split	1	57	10	train
164	305001001058	وإذا بشر أحدهم بالأنثى ظل وجهه مسودا وهو كظيم ( 58 )	Quran	Quran_An-Nahl_16	No Split	1	58	12	train
165	305001001059	يتورى من القوم من سوء ما بشر به أيمسكه على هون أم يدسه فى التراب ألا ساء ما يحكمون ( 59 )	Quran	Quran_An-Nahl_16	No Split	1	59	22	train
166	305001001060	للذين لا يؤمنون بالءاخرة مثل السوء ولله المثل الأعلى وهو العزيز الحكيم ( 60 )	Quran	Quran_An-Nahl_16	No Split	1	60	15	train
167	305001001061	ولو يؤاخذ الله الناس بظلمهم ما ترك عليها من دابة ولكن يؤخرهم إلى أجل مسمى فإذا جاء أجلهم لا يستخرون ساعة ولا يستقدمون ( 61 )	Quran	Quran_An-Nahl_16	No Split	1	61	26	train
168	305001001062	ويجعلون لله ما يكرهون وتصف ألسنتهم الكذب أن لهم الحسنى لا جرم أن لهم النار وأنهم مفرطون ( 62 )	Quran	Quran_An-Nahl_16	No Split	1	62	20	train
169	305001001063	تالله لقد أرسلنا إلى أمم من قبلك فزين لهم الشيطن أعملهم فهو وليهم اليوم ولهم عذاب أليم ( 63 )	Quran	Quran_An-Nahl_16	No Split	1	63	20	train
170	305001001064	وما أنزلنا عليك الكتب إلا لتبين لهم الذى اختلفوا فيه وهدى ورحمة لقوم يؤمنون ( 64 )	Quran	Quran_An-Nahl_16	No Split	1	64	17	train
